CODI_BARRI,NOM_BARRI,DATA_EXPLO,TAULES
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,1
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
6.0,la Sagrada Família,2024-02-07T00:00:00,6
6.0,la Sagrada Família,2024-02-07T00:00:00,12
10.0,Sant Antoni,2024-02-07T00:00:00,2
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,4
5.0,el Fort Pienc,2024-02-07T00:00:00,8
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
61.0,la Sagrera,2024-02-07T00:00:00,4
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,3
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,4
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,5
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,2
19.0,les Corts,2024-02-07T00:00:00,2
55.0,Ciutat Meridiana,2024-02-07T00:00:00,5
31.0,la Vila de Gràcia,2024-02-07T00:00:00,1
19.0,les Corts,2024-02-07T00:00:00,6
68.0,el Poblenou,2024-02-07T00:00:00,2
70.0,el Besòs i el Maresme,2024-02-07T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
57.0,la Trinitat Vella,2024-02-07T00:00:00,5
46.0,el Turó de la Peira,2024-02-07T00:00:00,3
10.0,Sant Antoni,2024-02-07T00:00:00,1
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
2.0,el Barri Gòtic,2024-02-07T00:00:00,10
1.0,el Raval,2024-02-07T00:00:00,8
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,7
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,1
3.0,la Barceloneta,2024-02-07T00:00:00,12
3.0,la Barceloneta,2024-02-07T00:00:00,2
19.0,les Corts,2024-02-07T00:00:00,6
61.0,la Sagrera,2024-02-07T00:00:00,4
18.0,Sants,2024-02-07T00:00:00,5
19.0,les Corts,2024-02-07T00:00:00,23
6.0,la Sagrada Família,2024-02-07T00:00:00,3
1.0,el Raval,2024-02-07T00:00:00,4
40.0,Montbau,2024-02-07T00:00:00,8
31.0,la Vila de Gràcia,2024-02-07T00:00:00,6
1.0,el Raval,2024-02-07T00:00:00,12
10.0,Sant Antoni,2024-02-07T00:00:00,6
35.0,el Guinardó,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
11.0,el Poble Sec,2024-02-07T00:00:00,4
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,4
65.0,el Clot,2024-02-07T00:00:00,2
6.0,la Sagrada Família,2024-02-07T00:00:00,3
46.0,el Turó de la Peira,2024-02-07T00:00:00,4
68.0,el Poblenou,2024-02-07T00:00:00,3
62.0,el Congrés i els Indians,2024-02-07T00:00:00,2
10.0,Sant Antoni,2024-02-07T00:00:00,2
65.0,el Clot,2024-02-07T00:00:00,5
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,4
71.0,Provençals del Poblenou,2024-02-07T00:00:00,10
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,2
70.0,el Besòs i el Maresme,2024-02-07T00:00:00,5
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,6
2.0,el Barri Gòtic,2024-02-07T00:00:00,12
1.0,el Raval,2024-02-07T00:00:00,8
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,8
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,5
10.0,Sant Antoni,2024-02-07T00:00:00,2
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,6
51.0,Verdun,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,4
6.0,la Sagrada Família,2024-02-07T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,4
15.0,Hostafrancs,2024-02-07T00:00:00,4
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,4
52.0,la Prosperitat,2024-02-07T00:00:00,3
48.0,la Guineueta,2024-02-07T00:00:00,6
69.0,Diagonal Mar i el Front Marítim del Poblenou,2024-02-07T00:00:00,9
45.0,Porta,2024-02-07T00:00:00,6
52.0,la Prosperitat,2024-02-07T00:00:00,8
52.0,la Prosperitat,2024-02-07T00:00:00,6
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,1
45.0,Porta,2024-02-07T00:00:00,5
4.0,"Sant Pere, Santa Caterina i la Ribera",2024-02-07T00:00:00,4
51.0,Verdun,2024-02-07T00:00:00,10
46.0,el Turó de la Peira,2024-02-07T00:00:00,15
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,6
52.0,la Prosperitat,2024-02-07T00:00:00,6
2.0,el Barri Gòtic,2024-02-07T00:00:00,6
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,1
52.0,la Prosperitat,2024-02-07T00:00:00,4
59.0,el Bon Pastor,2024-02-07T00:00:00,4
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,2
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,5
15.0,Hostafrancs,2024-02-07T00:00:00,4
52.0,la Prosperitat,2024-02-07T00:00:00,12
6.0,la Sagrada Família,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
71.0,Provençals del Poblenou,2024-02-07T00:00:00,2
56.0,Vallbona,2024-02-07T00:00:00,4
16.0,la Bordeta,2024-02-07T00:00:00,3
59.0,el Bon Pastor,2024-02-07T00:00:00,6
5.0,el Fort Pienc,2024-02-07T00:00:00,4
62.0,el Congrés i els Indians,2024-02-07T00:00:00,3
63.0,Navas,2024-02-07T00:00:00,4
57.0,la Trinitat Vella,2024-02-07T00:00:00,3
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,3
60.0,Sant Andreu,2024-02-07T00:00:00,8
60.0,Sant Andreu,2024-02-07T00:00:00,8
58.0,Baró de Viver,2024-02-07T00:00:00,8
60.0,Sant Andreu,2024-02-07T00:00:00,6
5.0,el Fort Pienc,2024-02-07T00:00:00,12
57.0,la Trinitat Vella,2024-02-07T00:00:00,6
28.0,Vallcarca i els Penitents,2024-02-07T00:00:00,6
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,10
10.0,Sant Antoni,2024-02-07T00:00:00,1
59.0,el Bon Pastor,2024-02-07T00:00:00,6
61.0,la Sagrera,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,6
60.0,Sant Andreu,2024-02-07T00:00:00,3
63.0,Navas,2024-02-07T00:00:00,2
19.0,les Corts,2024-02-07T00:00:00,5
50.0,les Roquetes,2024-02-07T00:00:00,3
52.0,la Prosperitat,2024-02-07T00:00:00,4
61.0,la Sagrera,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,8
46.0,el Turó de la Peira,2024-02-07T00:00:00,3
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,9
60.0,Sant Andreu,2024-02-07T00:00:00,8
62.0,el Congrés i els Indians,2024-02-07T00:00:00,5
63.0,Navas,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,2
61.0,la Sagrera,2024-02-07T00:00:00,3
59.0,el Bon Pastor,2024-02-07T00:00:00,6
60.0,Sant Andreu,2024-02-07T00:00:00,3
60.0,Sant Andreu,2024-02-07T00:00:00,3
33.0,el Baix Guinardó,2024-02-07T00:00:00,2
55.0,Ciutat Meridiana,2024-02-07T00:00:00,3
61.0,la Sagrera,2024-02-07T00:00:00,1
60.0,Sant Andreu,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,5
45.0,Porta,2024-02-07T00:00:00,3
60.0,Sant Andreu,2024-02-07T00:00:00,12
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
57.0,la Trinitat Vella,2024-02-07T00:00:00,15
2.0,el Barri Gòtic,2024-02-07T00:00:00,9
60.0,Sant Andreu,2024-02-07T00:00:00,11
15.0,Hostafrancs,2024-02-07T00:00:00,6
10.0,Sant Antoni,2024-02-07T00:00:00,8
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
63.0,Navas,2024-02-07T00:00:00,5
68.0,el Poblenou,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,4
61.0,la Sagrera,2024-02-07T00:00:00,8
27.0,el Putxet i el Farró,2024-02-07T00:00:00,8
68.0,el Poblenou,2024-02-07T00:00:00,6
6.0,la Sagrada Família,2024-02-07T00:00:00,3
65.0,el Clot,2024-02-07T00:00:00,8
65.0,el Clot,2024-02-07T00:00:00,5
61.0,la Sagrera,2024-02-07T00:00:00,8
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,8
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,5
71.0,Provençals del Poblenou,2024-02-07T00:00:00,4
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
70.0,el Besòs i el Maresme,2024-02-07T00:00:00,2
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,3
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,3
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,4
63.0,Navas,2024-02-07T00:00:00,2
61.0,la Sagrera,2024-02-07T00:00:00,4
52.0,la Prosperitat,2024-02-07T00:00:00,3
68.0,el Poblenou,2024-02-07T00:00:00,6
1.0,el Raval,2024-02-07T00:00:00,8
68.0,el Poblenou,2024-02-07T00:00:00,1
73.0,la Verneda i la Pau,2024-02-07T00:00:00,5
2.0,el Barri Gòtic,2024-02-07T00:00:00,4
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,10
60.0,Sant Andreu,2024-02-07T00:00:00,4
61.0,la Sagrera,2024-02-07T00:00:00,8
68.0,el Poblenou,2024-02-07T00:00:00,2
60.0,Sant Andreu,2024-02-07T00:00:00,6
5.0,el Fort Pienc,2024-02-07T00:00:00,3
69.0,Diagonal Mar i el Front Marítim del Poblenou,2024-02-07T00:00:00,6
73.0,la Verneda i la Pau,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
73.0,la Verneda i la Pau,2024-02-07T00:00:00,3
18.0,Sants,2024-02-07T00:00:00,3
68.0,el Poblenou,2024-02-07T00:00:00,3
18.0,Sants,2024-02-07T00:00:00,4
44.0,Vilapicina i la Torre Llobeta,2024-02-07T00:00:00,5
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,4
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,4
13.0,la Marina de Port,2024-02-07T00:00:00,8
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,5
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
62.0,el Congrés i els Indians,2024-02-07T00:00:00,6
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,4
10.0,Sant Antoni,2024-02-07T00:00:00,4
73.0,la Verneda i la Pau,2024-02-07T00:00:00,3
35.0,el Guinardó,2024-02-07T00:00:00,3
70.0,el Besòs i el Maresme,2024-02-07T00:00:00,4
68.0,el Poblenou,2024-02-07T00:00:00,23
1.0,el Raval,2024-02-07T00:00:00,16
71.0,Provençals del Poblenou,2024-02-07T00:00:00,5
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,15
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,18
73.0,la Verneda i la Pau,2024-02-07T00:00:00,3
73.0,la Verneda i la Pau,2024-02-07T00:00:00,4
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,6
73.0,la Verneda i la Pau,2024-02-07T00:00:00,6
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,4
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,56
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,4
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,64
68.0,el Poblenou,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,4
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,7
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,3
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,7
65.0,el Clot,2024-02-07T00:00:00,12
6.0,la Sagrada Família,2024-02-07T00:00:00,7
6.0,la Sagrada Família,2024-02-07T00:00:00,3
10.0,Sant Antoni,2024-02-07T00:00:00,3
65.0,el Clot,2024-02-07T00:00:00,4
73.0,la Verneda i la Pau,2024-02-07T00:00:00,2
1.0,el Raval,2024-02-07T00:00:00,8
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,6
23.0,Sarrià,2024-02-07T00:00:00,6
45.0,Porta,2024-02-07T00:00:00,4
10.0,Sant Antoni,2024-02-07T00:00:00,8
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
2.0,el Barri Gòtic,2024-02-07T00:00:00,4
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,8
65.0,el Clot,2024-02-07T00:00:00,8
68.0,el Poblenou,2024-02-07T00:00:00,5
6.0,la Sagrada Família,2024-02-07T00:00:00,2
70.0,el Besòs i el Maresme,2024-02-07T00:00:00,8
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,5
68.0,el Poblenou,2024-02-07T00:00:00,4
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,3
10.0,Sant Antoni,2024-02-07T00:00:00,4
68.0,el Poblenou,2024-02-07T00:00:00,2
65.0,el Clot,2024-02-07T00:00:00,3
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,4
68.0,el Poblenou,2024-02-07T00:00:00,10
10.0,Sant Antoni,2024-02-07T00:00:00,2
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
2.0,el Barri Gòtic,2024-02-07T00:00:00,12
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,3
68.0,el Poblenou,2024-02-07T00:00:00,1
65.0,el Clot,2024-02-07T00:00:00,8
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,2
31.0,la Vila de Gràcia,2024-02-07T00:00:00,2
68.0,el Poblenou,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,5
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,2
46.0,el Turó de la Peira,2024-02-07T00:00:00,4
2.0,el Barri Gòtic,2024-02-07T00:00:00,4
6.0,la Sagrada Família,2024-02-07T00:00:00,2
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,26
68.0,el Poblenou,2024-02-07T00:00:00,6
6.0,la Sagrada Família,2024-02-07T00:00:00,4
19.0,les Corts,2024-02-07T00:00:00,10
67.0,la Vila Olímpica del Poblenou,2024-02-07T00:00:00,56
60.0,Sant Andreu,2024-02-07T00:00:00,8
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,7
66.0,el Parc i la Llacuna del Poblenou,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,12
37.0,el Carmel,2024-02-07T00:00:00,4
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,2
2.0,el Barri Gòtic,2024-02-07T00:00:00,4
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,5
73.0,la Verneda i la Pau,2024-02-07T00:00:00,8
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,2
68.0,el Poblenou,2024-02-07T00:00:00,2
31.0,la Vila de Gràcia,2024-02-07T00:00:00,5
73.0,la Verneda i la Pau,2024-02-07T00:00:00,6
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,6
2.0,el Barri Gòtic,2024-02-07T00:00:00,24
73.0,la Verneda i la Pau,2024-02-07T00:00:00,4
31.0,la Vila de Gràcia,2024-02-07T00:00:00,6
11.0,el Poble Sec,2024-02-07T00:00:00,10
43.0,Horta,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,8
28.0,Vallcarca i els Penitents,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
11.0,el Poble Sec,2024-02-07T00:00:00,5
11.0,el Poble Sec,2024-02-07T00:00:00,3
63.0,Navas,2024-02-07T00:00:00,3
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,3
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
46.0,el Turó de la Peira,2024-02-07T00:00:00,12
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,3
59.0,el Bon Pastor,2024-02-07T00:00:00,2
19.0,les Corts,2024-02-07T00:00:00,7
1.0,el Raval,2024-02-07T00:00:00,12
12.0,la Marina del Prat Vermell,2024-02-07T00:00:00,5
10.0,Sant Antoni,2024-02-07T00:00:00,2
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,8
20.0,la Maternitat i Sant Ramon,2024-02-07T00:00:00,6
45.0,Porta,2024-02-07T00:00:00,4
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,3
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,3
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,1
27.0,el Putxet i el Farró,2024-02-07T00:00:00,3
43.0,Horta,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,4
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,4
1.0,el Raval,2024-02-07T00:00:00,12
19.0,les Corts,2024-02-07T00:00:00,2
4.0,"Sant Pere, Santa Caterina i la Ribera",2024-02-07T00:00:00,4
3.0,la Barceloneta,2024-02-07T00:00:00,6
5.0,el Fort Pienc,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,6
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
46.0,el Turó de la Peira,2024-02-07T00:00:00,20
6.0,la Sagrada Família,2024-02-07T00:00:00,2
6.0,la Sagrada Família,2024-02-07T00:00:00,2
6.0,la Sagrada Família,2024-02-07T00:00:00,2
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,8
31.0,la Vila de Gràcia,2024-02-07T00:00:00,4
31.0,la Vila de Gràcia,2024-02-07T00:00:00,7
3.0,la Barceloneta,2024-02-07T00:00:00,12
31.0,la Vila de Gràcia,2024-02-07T00:00:00,6
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,4
46.0,el Turó de la Peira,2024-02-07T00:00:00,3
10.0,Sant Antoni,2024-02-07T00:00:00,3
10.0,Sant Antoni,2024-02-07T00:00:00,6
26.0,Sant Gervasi - Galvany,2024-02-07T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
24.0,les Tres Torres,2024-02-07T00:00:00,16
49.0,Canyelles,2024-02-07T00:00:00,4
15.0,Hostafrancs,2024-02-07T00:00:00,4
28.0,Vallcarca i els Penitents,2024-02-07T00:00:00,3
31.0,la Vila de Gràcia,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
15.0,Hostafrancs,2024-02-07T00:00:00,3
60.0,Sant Andreu,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
21.0,Pedralbes,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,5
10.0,Sant Antoni,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,7
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,8
31.0,la Vila de Gràcia,2024-02-07T00:00:00,7
31.0,la Vila de Gràcia,2024-02-07T00:00:00,7
31.0,la Vila de Gràcia,2024-02-07T00:00:00,12
31.0,la Vila de Gràcia,2024-02-07T00:00:00,12
31.0,la Vila de Gràcia,2024-02-07T00:00:00,12
19.0,les Corts,2024-02-07T00:00:00,4
31.0,la Vila de Gràcia,2024-02-07T00:00:00,10
31.0,la Vila de Gràcia,2024-02-07T00:00:00,10
31.0,la Vila de Gràcia,2024-02-07T00:00:00,6
31.0,la Vila de Gràcia,2024-02-07T00:00:00,10
3.0,la Barceloneta,2024-02-07T00:00:00,6
31.0,la Vila de Gràcia,2024-02-07T00:00:00,12
6.0,la Sagrada Família,2024-02-07T00:00:00,12
48.0,la Guineueta,2024-02-07T00:00:00,15
1.0,el Raval,2024-02-07T00:00:00,12
31.0,la Vila de Gràcia,2024-02-07T00:00:00,7
19.0,les Corts,2024-02-07T00:00:00,6
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,4
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
63.0,Navas,2024-02-07T00:00:00,2
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,4
68.0,el Poblenou,2024-02-07T00:00:00,16
10.0,Sant Antoni,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,1
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,5
10.0,Sant Antoni,2024-02-07T00:00:00,7
20.0,la Maternitat i Sant Ramon,2024-02-07T00:00:00,4
31.0,la Vila de Gràcia,2024-02-07T00:00:00,12
28.0,Vallcarca i els Penitents,2024-02-07T00:00:00,4
60.0,Sant Andreu,2024-02-07T00:00:00,10
61.0,la Sagrera,2024-02-07T00:00:00,6
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
6.0,la Sagrada Família,2024-02-07T00:00:00,8
6.0,la Sagrada Família,2024-02-07T00:00:00,12
2.0,el Barri Gòtic,2024-02-07T00:00:00,5
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,2
63.0,Navas,2024-02-07T00:00:00,4
10.0,Sant Antoni,2024-02-07T00:00:00,3
69.0,Diagonal Mar i el Front Marítim del Poblenou,2024-02-07T00:00:00,7
6.0,la Sagrada Família,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,8
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
61.0,la Sagrera,2024-02-07T00:00:00,6
10.0,Sant Antoni,2024-02-07T00:00:00,6
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,3
5.0,el Fort Pienc,2024-02-07T00:00:00,2
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,2
68.0,el Poblenou,2024-02-07T00:00:00,8
1.0,el Raval,2024-02-07T00:00:00,4
68.0,el Poblenou,2024-02-07T00:00:00,4
21.0,Pedralbes,2024-02-07T00:00:00,2
72.0,Sant Martí de Provençals,2024-02-07T00:00:00,3
64.0,el Camp de l'Arpa del Clot,2024-02-07T00:00:00,6
20.0,la Maternitat i Sant Ramon,2024-02-07T00:00:00,3
6.0,la Sagrada Família,2024-02-07T00:00:00,3
24.0,les Tres Torres,2024-02-07T00:00:00,10
6.0,la Sagrada Família,2024-02-07T00:00:00,3
21.0,Pedralbes,2024-02-07T00:00:00,8
11.0,el Poble Sec,2024-02-07T00:00:00,6
31.0,la Vila de Gràcia,2024-02-07T00:00:00,5
19.0,les Corts,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,2
62.0,el Congrés i els Indians,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
2.0,el Barri Gòtic,2024-02-07T00:00:00,2
10.0,Sant Antoni,2024-02-07T00:00:00,3
11.0,el Poble Sec,2024-02-07T00:00:00,7
68.0,el Poblenou,2024-02-07T00:00:00,3
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
6.0,la Sagrada Família,2024-02-07T00:00:00,2
68.0,el Poblenou,2024-02-07T00:00:00,9
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,4
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
10.0,Sant Antoni,2024-02-07T00:00:00,1
10.0,Sant Antoni,2024-02-07T00:00:00,2
10.0,Sant Antoni,2024-02-07T00:00:00,2
18.0,Sants,2024-02-07T00:00:00,3
5.0,el Fort Pienc,2024-02-07T00:00:00,8
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,22
20.0,la Maternitat i Sant Ramon,2024-02-07T00:00:00,3
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,5
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,8
20.0,la Maternitat i Sant Ramon,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,8
1.0,el Raval,2024-02-07T00:00:00,4
5.0,el Fort Pienc,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,2
61.0,la Sagrera,2024-02-07T00:00:00,7
62.0,el Congrés i els Indians,2024-02-07T00:00:00,4
10.0,Sant Antoni,2024-02-07T00:00:00,2
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,12
6.0,la Sagrada Família,2024-02-07T00:00:00,1
32.0,el Camp d'en Grassot i Gràcia Nova,2024-02-07T00:00:00,3
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,5
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,6
21.0,Pedralbes,2024-02-07T00:00:00,3
9.0,la Nova Esquerra de l'Eixample,2024-02-07T00:00:00,7
6.0,la Sagrada Família,2024-02-07T00:00:00,2
8.0,l'Antiga Esquerra de l'Eixample,2024-02-07T00:00:00,5
2.0,el Barri Gòtic,2024-02-07T00:00:00,16
4.0,"Sant Pere, Santa Caterina i la Ribera",2024-02-07T00:00:00,10
7.0,la Dreta de l'Eixample,2024-02-07T00:00:00,3
