Assistents_fora_de_Barcelona,Edicio,Titularitat,DataInici,DataFi,Assistents_a_Barcelona,Notes_Dades,Espai,Ambit,NomDelFestival,Organitzador,_id,Any,Tipus,Assistents,Nota
,4,Municipal,2020-09-16T00:00:00,2020-10-27T00:00:00,,Presencial i en línia,Diversos centres cívics de l'Eixample,Multidisciplinaris i altres,Festival Tangent,Direcció de Serveis a les Persones i Territori de l'Eixample. Ajuntament Barcelona. ,89,2020,Festivals,652,
,3,Privada,2020-11-24T00:00:00,2020-06-12T00:00:00,,Presencial i en línia,Diversos espais de la ciutat i online,Audiovisuals,Festival Wallay!,Catalunya Film Festivals,90,2020,Festivals,,
,17,Privada,2020-01-17T00:00:00,2020-03-13T00:00:00,,Presencial,SAT! sant Andreu Teatre,Arts escèniques,Fica't al SAT!,SAT! sant Andreu Teatre,91,2020,Festivals,,
,6,Privada,2020-04-03T00:00:00,2020-09-03T00:00:00,,Presencial,Reials Drassanes de Barcelona,Arts visuals,Fira d'Art Modern i Antic de Barcelona,-1,92,2020,Fires,,
,69,Privada,2020-09-18T00:00:00,2020-04-10T00:00:00,,Presencial,Passeig de Gràcia de Barcelona,Lletres,Fira del Llibre d'Ocasió Antic i Modern,-1,93,2020,Fires,,
,25,Privada,2020-10-09T00:00:00,2020-09-20T00:00:00,,En línia,Online,Audiovisuals,FIRE!! Mostra Internacional de Cinema Gai i Lesbià,Casal Lambda,94,2020,Festivals,,
,11,Privada,2020-08-02T00:00:00,2020-07-12T00:00:00,,Presencial,Antic Teatre (sala),Audiovisuals,Flux. Festival de Vídeo d'Autor,Habitual Video Team,95,2020,Festivals,325,
,44,Municipal,2020-06-30T00:00:00,2020-07-31T00:00:00,,Presencial i en línia,Diversos espais de la ciutat,Multidisciplinaris i altres,Grec Festival de Barcelona,Institut de Cultura. Ajuntament de Barcelona,96,2020,Festivals,23371,
,17,Municipal,2020-07-18T00:00:00,2020-07-18T00:00:00,,Presencial,Casal de Joves Guineueta,Música,Guineueta Lliure i Tropical,Casal de Joves Guineueta,97,2020,Festivals,,
,31,Privada,2020-01-25T00:00:00,2020-12-13T00:00:00,,Presencial i en línia,Diversos espais de la ciutat i Online,Música,Guitar Bcn,"The Project Music Company, S.L.",98,2020,Festivals,35888,
,10,Privada,2020-04-09T00:00:00,2020-12-23T00:00:00,,Presencial i en línia,Diversos espais de la ciutat i Online,Multidisciplinaris i altres,HOP Festival. Festival de Danses Urbanes,ASSOCIACIÓ EL GENERADOR ART I CREACIÓ CULTURAL,99,2020,Festivals,1274,
,18,Privada,2020-10-29T00:00:00,2020-08-11T00:00:00,,En línia,Online,Audiovisuals,IN-EDIT. Festival Internacional de Cine Documental Musical de Barcelona,Inedit Produccions,100,2020,Festivals,,
,13,Privada,2020-08-10T00:00:00,2020-12-10T00:00:00,,En línia,Online,Audiovisuals,IndiFest Festival de Cinema Indígena de Barcelona,Alternativa Intercanvi amb Pobles Indígenes,101,2020,Festivals,,
,7,Privada,2020-11-26T00:00:00,2020-11-29T00:00:00,,Presencial,Antic Teatre,Multidisciplinaris i altres,INFLUX Festival. Vídeo a Escena,HABITUAL VIDEO TEAM,102,2020,Festivals,125,
,1,Privada,2020-01-16T00:00:00,2020-01-18T00:00:00,,Presencial,Centre Cívic Pati Llimona,Arts visuals,International Festival on Experimental Photography,Experimentalphotofestival,103,2020,Festivals,810,
,2,Privada,2020-09-12T00:00:00,2020-11-12T00:00:00,,En línia,Online,Música,Jazz I am,Fundació Privada Taller de Músics,104,2020,Fires,,
,7,Municipal,2020-04-09T00:00:00,2020-06-09T00:00:00,,Presencial i en línia,Fabra i Coats: Fàbrica de Creació I Online,Música,Jazzing Festival,Assoc. Sant Andreu Jazz Band,105,2020,Festivals,,
,12,Privada,2020-09-19T00:00:00,2020-01-11T00:00:00,,Presencial,Artesania Catalunya,Arts visuals,Joya,Le Departement Interiors SL.,106,2020,Fires,,
,3,Privada,2020-10-10T00:00:00,2020-10-18T00:00:00,,Presencial i en línia,Arts Santa Mònica,Multidisciplinaris i altres,Kronos Art BCN,Asociación Ant cultura y arte 2018,107,2020,Festivals,3974,
,27,Privada,2020-11-16T00:00:00,2020-11-29T00:00:00,,En línia,Online,Audiovisuals,L'Alternativa. Festival de Cinema Independent de Barcelona,Associació La Fàbrica de Cinema Alternatiu de Barcelona,108,2020,Festivals,,
,6,Privada,2020-07-24T00:00:00,2020-07-24T00:00:00,,Presencial,Fabra i Coats: Fàbrica de Creació,Arts escèniques,L'Altre Festival,Associació Socio Cultural L'Altre Festival,109,2020,Festivals,,
,4,Municipal,2020-12-07T00:00:00,2020-07-26T00:00:00,,Presencial,Pati de la seu del districte de Nou Barris,Música,"L'Estiu, al Pati!",Ajuntament de Barcelona,110,2020,Festivals,,
,2,Privada,2020-07-07T00:00:00,2020-07-17T00:00:00,,Presencial i en línia,Cinemes Girona i Online,Audiovisuals,La GRAN Pantalla,elParlante,111,2020,Festivals,88,
,8,Privada,2020-01-23T00:00:00,2020-01-25T00:00:00,,Presencial,Auditori MACBA,Audiovisuals,La mida no importa,Ass. SLOWCUrT i Casal de Barri Folch i Torres ,112,2020,Festivals,721,
,2,Municipal,2020-01-07T00:00:00,2020-10-13T00:00:00,,Presencial i en línia,"Espai de carrer, al costat del Centre Civic. L'espai entre els edificis del CC i el continuo. Online",Arts escèniques,La Regadora. Festivalet de clown i teatre de carrer,Centre Cívic Besòs,113,2020,Festivals,156,
,4,Privada,2020-06-11T00:00:00,2020-11-15T00:00:00,,En línia,Online,Lletres,La setmana de l'àlbum,Associació ¡Âlbum! ,114,2020,Festivals,,
,25,Privada,2020-11-14T00:00:00,2020-11-29T00:00:00,,Presencial i en línia,Diversos espais de la ciutat i Online,Multidisciplinaris i altres,La Setmana de la Ciència ,Fundació Recerca,115,2020,Festivals,9020,
,,Privada,2020-10-27T00:00:00,2020-10-29T00:00:00,,En línia,Online,Lletres,Liber,Fed.gremio editories España,116,2020,Fires,,
,8,Privada,2020-12-26T00:00:00,2020-12-26T00:00:00,,En línia,Online,Música,LIED Festival Victoria de los Ángeles,Fundació Victoria de los Ángeles,117,2020,Festivals,,
,6,Privada,2020-12-12T00:00:00,2020-12-13T00:00:00,,Presencial i en línia,"Fabra i Coats, Fàbrica de Creació i Online",Lletres,Literal,Cultura 21 SCCL,118,2020,Fires,632,
,9,Municipal,2020-02-14T00:00:00,2020-02-16T00:00:00,,Presencial,Diversos espais del Poblenou,Multidisciplinaris i altres,Llum BCN,Institut de Cultura. Ajuntament de Barcelona,119,2020,Festivals,200000,
,18,Privada,2020-11-17T00:00:00,2020-11-26T00:00:00,,Presencial i en línia,Museu d'Historia de Catalunya i Online,Arts visuals,Loop Fair,Screen Projec SL,120,2020,Fires,,
,18,Privada,2020-10-11T00:00:00,2020-12-31T00:00:00,,Presencial i en línia - Data de finalització 26/02/2021,Diversos espais de la ciutat i Online,Arts visuals,Loop Festival,Screen Projec SL,121,2020,Festivals,2000,
,4,Privada,2020-11-18T00:00:00,2020-11-22T00:00:00,,Sense informació de format,,Audiovisuals,Lychee Film Festival,"Asociación de Cine de China y España, Slumber Film",122,2020,Festivals,,
,11,Privada,2020-10-24T00:00:00,2020-10-25T00:00:00,,Presencial,Lluïsos de Gràcia,Arts escèniques,Màgicus. Festival de Màgia Jove de Barcelona,Lluïsos de Gràcia,123,2020,Festivals,104,
,37,Privada,2020-05-05T00:00:00,2020-05-26T00:00:00,,En línia - Dates estimades d'acord a la informació de 2019,Online,Música,Maig Coral del Barcelonès,Federació Catalana d'Entitats Corals,124,2020,Festivals,,
,26,Privada,2020-10-30T00:00:00,2020-01-11T00:00:00,,En línia,Online,Lletres,Manga Barcelona,Federació d'Institucions Profesionals del Còmic,125,2020,Fires,,
,32,Privada,2020-09-11T00:00:00,2020-11-15T00:00:00,,En línia,Online,Audiovisuals,Marató de Cinema Fantàstic i de Terror de Sants,Secretariat d'entitats i Ajuntament de Barcelona,126,2020,Festivals,,
,22,Privada,2020-03-13T00:00:00,2020-11-30T00:00:00,,En línia,Online,Audiovisuals,Mecal. Festival Internacional de Curtmetratges de Barcelona,Associació Mecal,127,2020,Festivals,,
,11,Municipal,2020-09-24T00:00:00,2020-09-27T00:00:00,,Presencial,Diversos espais de la ciutat,Arts escèniques,Mercè Arts de Carrer. MAC,Institut de Cultura. Ajuntament de Barcelona,128,2020,Festivals,28972,
,25,Privada,2020-01-18T00:00:00,2020-07-03T00:00:00,,Presencial,Espai Jove Les Basses i auditori FNAC L¿Illa,Música,Minifestival de Música i Cultura Independent de Barcelona,Associació Minifestival de Música independent de Barcelona,129,2020,Festivals,,
,10,Privada,2020-01-20T00:00:00,2020-01-31T00:00:00,,Presencial,Centre Cultural Casa Elizalde,Audiovisuals,MIRADOCS. Barcelona Mirades Documentals,Cineclub Barcelona Espai de Cinema,130,2020,Festivals,,
,23,Municipal,2020-04-09T00:00:00,2020-09-23T00:00:00,,Presencial,Centre Cultural la Farinera del Clot ,Audiovisuals,Mostra d'audiovisuals i fotografia de muntanya,Agrupació Excursionista Icària ¿ Colla Excursionista La Senyera ¿ Secció Excursionista del Foment Martinenc,131,2020,Festivals,300,
,14,Privada,2020-12-11T00:00:00,2020-11-15T00:00:00,,En línia,Online,Audiovisuals,Mostra de cinema àrab I mediterrani de Catalunya,SODEPAU,132,2020,Festivals,,
,17,Pública no municipal,2020-11-15T00:00:00,2020-12-31T00:00:00,,Presencial i en línia - Data de finalització 08/01/2021,Filmoteca de Catalunya i Online,Audiovisuals,Mostra de cinema espiritual de Catalunya,Generalitat de Catalunya,133,2020,Festivals,2331,
,9,Privada,2020-11-12T00:00:00,2020-12-18T00:00:00,,En línia,Online,Audiovisuals,Mostra de Cinema Italià de Barcelona. MCIB,Istituto Luce Cinecitto,134,2020,Festivals,,
,19,Privada,2020-02-10T00:00:00,2020-04-10T00:00:00,,Presencial,Diversos espais de la ciutat,Audiovisuals,Mostra de Curtmetratges Dr. Mabuse,La Jarra Azul,135,2020,Festivals,190,
,25,Privada,2020-05-10T00:00:00,2020-12-31T00:00:00,,Presencial i en línia - Data de finalització 18/01/2021,Teatre del Raval,Arts escèniques,Mostra de Teatre de Barcelona,Artípolis Associació,136,2020,Festivals,478,
,28,Privada,2020-01-01T00:00:00,2020-12-31T00:00:00,,Presencial i en línia,Diversos espais de la ciutat i Online,Audiovisuals,Mostra Internacional de Films de Dones de Barcelona,"Promotora de Mitjans Audiovisuals, SCCL",137,2020,Festivals,119,
,12,Municipal,2020-09-06T00:00:00,2020-06-13T00:00:00,,Presencial,Centre Cívic Convent de Sant Agustí,Multidisciplinaris i altres,Mostra Sonora i Visual,Centre Cívic Convent de Sant Agustí,138,2020,Festivals,,
,7,Privada,2020-10-09T00:00:00,2020-09-13T00:00:00,,Presencial,Cinemes Girona i Lleialtat Santsenca,Audiovisuals,Muestra de Cine Día de Brasil ,Associació Diversia,139,2020,Festivals,,
,11,Privada,2020-10-19T00:00:00,2020-10-24T00:00:00,,Presencial i en línia,Diversos espais de la ciutat i Online,Lletres,Munt de Mots. Festival de Narració Oral de Barcelona,Associació Munt de Paraules,140,2020,Festivals,305,
,8,Municipal,2020-01-16T00:00:00,2020-08-02T00:00:00,,Presencial,Centre  Cultural La Farinera del Clot  ,Multidisciplinaris i altres,MUSES Cicle de Dones Creadores,Centre  Cultural La Farinera del Clot  ,141,2020,Festivals,,
,7,Privada,2020-09-15T00:00:00,2020-09-20T00:00:00,,Presencial i en línia,"l¿Antiga Fàbrica Estrella Damm, Cinemes Girona i online",Audiovisuals,Offside Fest ,-1,142,2020,Festivals,,
,3,Privada,2020-01-10T00:00:00,2020-08-10T00:00:00,,Presencial i en línia,"Institut français-Barcelona, Filmoteca i Online",Audiovisuals,Ohlalà!,Oh là là Assciació cultural,143,2020,Festivals,,
,23,Privada,2020-12-18T00:00:00,2020-12-20T00:00:00,,Presencial i en línia,CCCB i Online,Audiovisuals,OVNI,OVNI. Observatori de Vídeo No Identificat,144,2020,Festivals,480,
,5,Municipal,2020-02-10T00:00:00,2020-12-18T00:00:00,,Presencial. A causa de la pandèmia es van anul·lar algunes sessions.,Diversos espais de la ciutat,Audiovisuals,Pantalla Barcelona,Institut de Cultura. Ajuntament de Barcelona,145,2020,Festivals,769,
,5,Privada,2020-05-03T00:00:00,2020-03-19T00:00:00,,Presencial,Diversos espais de la ciutat,Arts visuals,Photogenic Festival,Associació Sobreàtic,146,2020,Festivals,3000,
,9,Privada,2020-10-17T00:00:00,2020-10-17T00:00:00,,"Presencial - Enguany es va fer coincidir open day i open night en un mateix dia, ja que amb motiu de la COVID19 l'OPEN DAY, normalment relitzat al Maig es va cancel.lar.",Diversos espais de la ciutat,Multidisciplinaris i altres,Poblenou Open Day,Poblenou Urban District,147,2020,Festivals,,
,9,Privada,2020-10-17T00:00:00,2020-10-17T00:00:00,,"Presencial - Enguany es va fer coincidir open day i open night en un mateix dia, ja que amb motiu de la COVID19 l'OPEN DAY, normalment relitzat al Maig es va cancel.lar.",Diversos espais de la ciutat,Multidisciplinaris i altres,Poblenou Open Night,Poblenou Urban District,148,2020,Festivals,800,
,9,Consorci o fundació amb presència municipal,2020-05-30T00:00:00,2020-05-30T00:00:00,,En línia,Online,Multidisciplinaris i altres,Primera Persona,CCCB,149,2020,Festivals,,
,4,Privada,2020-08-10T00:00:00,2020-11-10T00:00:00,,Presencial i en línia,Centre LGTBI Barcelona i online,Lletres,Qlit,Associació d'Escriptors en Llengua Catalana,150,2020,Festivals,250,
,4,Privada,2020-10-28T00:00:00,2020-11-30T00:00:00,,Presencial i en línia,"Teatre Tantarantana, Escenari Joan Brossa",Arts escèniques,RBLS Festival Teatre Jove ,Associació Lonestar Cultura,151,2020,Festivals,700,
,2,Privada,2020-03-12T00:00:00,2020-12-13T00:00:00,,Presencial i en línia,Filmoteca de Catalunya i Online,Audiovisuals,Reteena,RETEENA Assoc. Cultural,152,2020,Festivals,715,
,5,Privada,2020-06-20T00:00:00,2020-12-09T00:00:00,,Presencial,Poble Espanyol,Arts escèniques,Riu Estiu. Festival d'Humor d'Estiu de Barcelona,-1,153,2020,Festivals,,
,9,Privada,2020-02-29T00:00:00,2020-12-20T00:00:00,,Presencial,Sala Boveda i Sala Sant Jordi Club,Música,ROCKPELSXUKLIS,AFANOC,154,2020,Festivals,700,
,6,Mixta,2020-08-05T00:00:00,2020-08-05T00:00:00,,En línia,Online,Arts escèniques,Rombic,Associació Titellaire de Roquetes+ Ateneu Popular 9 Barris,155,2020,Festivals,,
,1,Privada,2020-02-07T00:00:00,2020-08-30T00:00:00,,Presencial,Castell de Montjuïc,Música,Sala Barcelona,Associació de Sales de Concerts de Catalunya,156,2020,Festivals,9000,
,2,Privada,2020-10-24T00:00:00,2020-11-28T00:00:00,,Presencial,Castell de Montjuïc,Música,Sala Barcelona,Associació de Sales de Concerts de Catalunya,157,2020,Festivals,,
,17,Privada,2020-04-23T00:00:00,2020-04-23T00:00:00,,En línia,Online,Multidisciplinaris i altres,Sant Jordi al Raval,Fundació Tot Raval,158,2020,Festivals,,
,5,Privada,2020-01-23T00:00:00,2020-01-23T00:00:00,,Presencial,SIDECAR factory club,Multidisciplinaris i altres,Seco III Festival Itinerante de Música y Artes Escénicas, ,159,2020,Festivals,,
,7,Privada,2020-10-20T00:00:00,2020-10-25T00:00:00,,Presencial i en línia,CCCB i Online,Audiovisuals,Serielizados Fest,Kottbusser SL,160,2020,Festivals,,
,38,Privada,2020-09-09T00:00:00,2020-09-13T00:00:00,,Presencial i en línia,Moll de la Fusta i online,Lletres,Setmana del Llibre en Català,Associació d'Editors en Llengua Catalana,161,2020,Fires,25000,
,26,Municipal,2020-12-06T00:00:00,2020-06-13T00:00:00,,Presencial,Parc de la Guineueta,Música,Simbiruta. Festival Jove de la Guineueta,Casal de Joves Guineueta,162,2020,Festivals,,
,10,Privada,2020-11-21T00:00:00,2020-11-21T00:00:00,,En línia,Online,Música,SIMFONIC,Associació Simfonic,163,2020,Festivals,,
,3,Municipal,2020-09-11T00:00:00,2020-11-15T00:00:00,,En línia,Online,Multidisciplinaris i altres,Smart City Week,fundación municipal BIT Habitat,164,2020,Festivals,,
,1,Privada,2020-09-18T00:00:00,2020-09-19T00:00:00,,Presencial i en línia,CCCB i Online,Música,Sónar +D,Advanced Music,165,2020,Festivals,,
,19,Privada,2020-04-10T00:00:00,2020-10-25T00:00:00,,Presencial,Plaça Monumental ,Música,Soundeat,Music Kitchen SL,166,2020,Festivals,,
,27,Privada,2020-04-11T00:00:00,2020-12-11T00:00:00,,En línia,Online,Audiovisuals,SUNCINE. Festival internacional de cine del medio ambiente,ACCIONS 3E,167,2020,Festivals,,
,13,Privada,2020-01-10T00:00:00,2020-10-15T00:00:00,,En línia,Online,Arts visuals,Swab Barcelona. Fira Internacional d'Art Contemporani,Espacio de Arte Contemporaneo Diezy7,168,2020,Fires,,
,8,Privada,2020-06-08T00:00:00,2020-04-10T00:00:00,,Presencial i en línia,Diversos espais de la ciutat,Multidisciplinaris i altres,Terrats en cultura,Coincidències,169,2020,Festivals,513,
,1,Privada,2020-12-18T00:00:00,2020-12-20T00:00:00,,Presencial,PLAYGROUND. DISTRICTE DE SANT MARTÍ,Multidisciplinaris i altres,URBAN CREATIVE DISTRICT,POBLENOU URBAN DISTRICT,170,2020,Festivals,1100,
,3,Privada,2020-10-17T00:00:00,2020-10-17T00:00:00,,Presencial i en línia,Espacio 100-SIMON i Online,Multidisciplinaris i altres,URBAN DISTRICT ART FESTIVAL,POBLENOU URBAN DISTRICT ASSOC,171,2020,Festivals,800,
,15,Privada,2020-02-21T00:00:00,2020-01-03T00:00:00,,Presencial,Cinemes Girona i Euskal Etxea de Barcelona,Audiovisuals,Zinemaldia,Centre Cultural Euskal Etxea Barcelona,172,2020,Festivals,189,
,17,Municipal,2019-04-11T00:00:00,2019-11-30T00:00:00,,,Centre Cívic Besos,Música,(In)fusión Flamenca. Cicle de Flamenc al Besòs,Centre Cívic Besòs,1,2019,Festivals,,
,10,Privada,2019-10-26T00:00:00,2019-10-27T00:00:00,,,Diversos espais de la ciutat,Arts visuals,48H Open House BCN,Assoc. 48H Open House BCN,2,2019,Festivals,52140,
,,Privada,2019-12-07T00:00:00,2019-08-23T00:00:00,,,Poble Espanyol,Música,Acoustic Pomelo,.,3,2019,Festivals,,
,3,Privada,2019-05-12T00:00:00,2019-12-15T00:00:00,,,Diversos espais de la ciutat,Arts escèniques,Africa Moment,Africa moment,4,2019,Festivals,1500,
,1,Privada,2019-12-07T00:00:00,2019-12-07T00:00:00,,,Sala Apolo,Música,Afrobeats Barcelona Festival,.,5,2019,Festivals,,
,6,Privada,2019-05-03T00:00:00,2019-10-03T00:00:00,,,Cinemes Girona,Audiovisuals,Americana Film Fest,Assoc. Cultural per la Difusió del Cinema Nord-Americà,6,2019,Festivals,9728,
,8,Privada,2019-10-10T00:00:00,2019-10-13T00:00:00,,,Fabra i Coats: Fàbrica de Creació,Música,AMFest,Assoc. AMF,7,2019,Festivals,4000,
,3,Privada,2019-01-02T00:00:00,2019-02-02T00:00:00,,,CaixaForum Barcelona,Audiovisuals,Animayo,Damian Perea Producciones S.L.,8,2019,Festivals,3300,
,5,Privada,2019-09-05T00:00:00,2019-12-05T00:00:00,,,Filmoteca de Catalunya,Audiovisuals,Arqu [in] FILM,ARQ-INFAD,9,2019,Festivals,534,
,13,Privada,2019-01-10T00:00:00,2019-04-12T00:00:00,,,Disseny HUB Barcelona,Multidisciplinaris i altres,ARQUINSET,ARQ-INFAD,10,2019,Festivals,240,
,6,Privada,2019-03-29T00:00:00,2019-01-06T00:00:00,,,Arts Santa Mònica,Arts visuals,Art Photo BCN,Isabel Lazaro,11,2019,Festivals,2500,
,10,Privada,2019-04-25T00:00:00,2019-04-28T00:00:00,,,Diversos espais de la ciutat,Lletres,"Arts Libris. Fira internacional del llibre i edicions d'art, fotografia i disseny de Barcelona",Raíña Lupa Produccions,12,2019,Fires,10000,
,7,Privada,2019-10-30T00:00:00,2019-10-11T00:00:00,,,Cinemes Girona ,Audiovisuals,Asian Film Festival,Casa Àsia,13,2019,Festivals,8374,
,9,Privada,2019-07-23T00:00:00,2019-07-25T00:00:00,,,Centre d'art contemporani Piramidón,Audiovisuals,Atlàntida Film Fest ,Filmin,14,2019,Festivals,235,
,7,Privada,2019-07-16T00:00:00,2019-07-21T00:00:00,,,Palau de la Música Catalana,Música,Bachcelona,Fundació BZM,15,2019,Festivals,3600,
,27,Municipal,2019-09-20T00:00:00,2019-09-23T00:00:00,,,Diversos espais de la ciutat,Música,BAM. Barcelona Acció Musical,Institut de Cultura. Ajuntament de Barcelona,16,2019,Festivals,94150,
,6,Privada,2019-07-13T00:00:00,2019-07-13T00:00:00,,,Platja del Fòrum,Música,Barcelona Beach Festival,Live Nation,17,2019,Festivals,,
,10,Municipal,2019-10-20T00:00:00,2019-10-20T00:00:00,,,Museus de la ciutat,Arts visuals,Barcelona Dibuixa,Institut de Cultura. Ajuntament de Barcelona,18,2019,Festivals,18876,
