Assistents_fora_de_Barcelona,Edicio,Titularitat,DataInici,DataFi,Assistents_a_Barcelona,Notes_Dades,Espai,Ambit,NomDelFestival,Organitzador,_id,Any,Tipus,Assistents,Nota
,9,Privada,2014-08-17T00:00:00,2014-08-19T00:00:00,6600,,plaça Rovira i Trias,Música,Festigàbal,Assoc. Cultural Heliogàbal,56,2014,Festivals,,
,2,Privada,2014-05-07T00:00:00,2014-07-27T00:00:00,969,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festiu,Assoc. Cultural ATTO,57,2014,Festivals,,
,5,Privada,2014-10-31T00:00:00,2014-10-31T00:00:00,80,,Antic Teatre,Audiovisuals,Festival Antic Horror Picture Show,Antic Teatre i Guillem Puig,58,2014,Festivals,,
,13,Consorci o fundació amb presència municipal,2014-09-18T00:00:00,2014-09-24T00:00:00,12000,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festival Àsia,Casa Àsia,59,2014,Festivals,,
,7,Privada,2014-10-11T00:00:00,2014-11-16T00:00:00,,,,Arts escèniques,Festival Barcelona en Butoh,Assoc. Cultural Cos Transitori,60,2014,Festivals,,
,11,Municipal,2014-06-05T00:00:00,2014-05-16T00:00:00,1751,,Diversos espais de la ciutat,Audiovisuals,Festival Barcelona VisualSound,Ajuntament de Barcelona,61,2014,Festivals,,
,24,Privada,2014-05-07T00:00:00,2014-05-07T00:00:00,5000,,Parc del Besos,Música,Festival Cante Flamenco de la Mina,Centro Cultural Gitano de la Mina,62,2014,Festivals,,
,4,Pública no municipal,2014-07-18T00:00:00,2014-07-19T00:00:00,,,Centre Cívic Can Basté,Multidisciplinaris i altres,Festival Catalunya Celta,Assoc. Catalunya Celta,63,2014,Festivals,,
,11,Privada,2014-10-17T00:00:00,2014-10-20T00:00:00,350,,Poble Espanyol,Música,Festival Coral Cantate Barcelona,Music Contact International i Viatges Blanda,64,2014,Festivals,,
,7,Privada,2014-12-07T00:00:00,2014-07-14T00:00:00,41000,,Parc del Fòrum,Música,Festival Cruïlla,Barcelona Events Musicals SL,65,2014,Festivals,,
,10,Municipal,2014-04-23T00:00:00,2014-04-27T00:00:00,506,,SAT,Arts escèniques,Festival Dansat,saT! Sant Andreu Teatre,66,2014,Festivals,,
,9,Privada,2014-05-14T00:00:00,2014-05-25T00:00:00,310,,Teatre Tantarantana,Arts escèniques,Festival TANTAdansa,Teatre Tantarantana,99,2014,Festivals,,
,12,Privada,2014-04-07T00:00:00,2014-07-13T00:00:00,2500,,Diversos espais de la ciutat,Música,Festival de Blues de Barcelona,Assoc. Capibola Blues,67,2014,Festivals,,
,2,Privada,2014-06-13T00:00:00,2014-06-15T00:00:00,670,,Cinemes Girona,Audiovisuals,Festival de Cinema Alemany,Paco Poch Cinema,68,2014,Festivals,,
,5,Privada,2014-05-06T00:00:00,2014-08-06T00:00:00,1600,,Diversos espais de la ciutat,Audiovisuals,Festival de Cinema en Creative Commons de Barcelona. BccN,Assoc. Panorama 180,69,2014,Festivals,,
,11,Privada,2014-10-22T00:00:00,2014-07-11T00:00:00,12000,,Diversos espais de la ciutat,Audiovisuals,Festival de Cinema i Drets Humans de Barcelona,Drets en acció,70,2014,Festivals,,
,16,Privada,2014-10-06T00:00:00,2014-06-15T00:00:00,,,Institut Francès i pl. Sant Felip Neri,Audiovisuals,Festival de Cinema Jueu de Barcelona,Assoc. Festival de Cinema Jueu a Barcelona,71,2014,Festivals,,
,12,Privada,2014-11-13T00:00:00,2014-11-15T00:00:00,9300,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festival de Cultura Raval(s),Fundació Tot Raval,72,2014,Festivals,,
,,Municipal,2014-04-06T00:00:00,2014-06-20T00:00:00,29073,,,Multidisciplinaris i altres,Festival de la Ciència,Institut de Cultura. Ajuntament de Barcelona,73,2014,Festivals,,
,3,Privada,2014-09-26T00:00:00,2014-09-28T00:00:00,450,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festival de Murals de La Escocesa,PROVISIONAL,74,2014,Festivals,,
,19,Municipal,2014-01-06T00:00:00,2014-08-28T00:00:00,,,Diversos espais de la ciutat,Música,Festival de Música als Parcs,Ajuntament de Barcelona,75,2014,Festivals,,
,5,Privada,2014-03-22T00:00:00,2014-03-23T00:00:00,4066,,Poble Espanyol,Arts escèniques,Festival de Titelles de Barcelona,PEMSA SAU,76,2014,Festivals,,
,7,Privada,2014-04-17T00:00:00,2014-01-12T00:00:00,,,Diversos espais de la ciutat,Lletres,Festival del Llibre d'Artista i la Petita Edició,ILDE,77,2014,Festivals,,
,15,Privada,2014-01-01T00:00:00,2014-05-23T00:00:00,22000,,Diversos espais de la ciutat,Música,Festival del Mil·lenni,Concert Studio,78,2014,Festivals,,
,16,Privada,2014-02-11T00:00:00,2014-12-31T00:00:00,14000,,Diversos espais de la ciutat,Música,Festival del Mil·lenni,Concert Studio,79,2014,Festivals,,
,10,Privada,2014-08-11T00:00:00,2014-11-23T00:00:00,2714,,Mercat de les Flors,Arts escèniques,Festival elPetit,Imaginart,80,2014,Festivals,,
,15,Municipal,2014-03-07T00:00:00,2014-05-07T00:00:00,1800,,Patí de la Seu del districte de Nou Barris,Música,Festival Flamenco Nou Barris,Assoc. Promotora per a la Fundació Catalunya Arte Flamenco,81,2014,Festivals,,
,27,Privada,2014-10-01T00:00:00,2014-11-04T00:00:00,13000,,Centre Artesà Tradicionàrius i l'Auditori de Barcelona,Música,Festival Folk Internacional Tradicionàrius,Assoc. Cultural TRAM,82,2014,Festivals,,
,12,Privada,2014-10-23T00:00:00,2014-02-11T00:00:00,29000,,Diversos espais de la ciutat,Audiovisuals,Festival In-Edit,Inedit Producciones,83,2014,Festivals,,
,2,Privada,2014-11-29T00:00:00,2014-11-30T00:00:00,320,,Antic Teatre,Audiovisuals,Festival Inclús,Assoc. Inclús,84,2014,Festivals,,
,2,Privada,2014-05-06T00:00:00,2014-06-15T00:00:00,,,Sala Jamboree,Música,Festival Internacional de Boleros,Comunicamanagers & Mas i Mas,85,2014,Festivals,,
,49,Privada,2014-07-07T00:00:00,2014-07-13T00:00:00,3000,,Diversos espais de la ciutat,Música,Festival Internacional de Cant Coral a Barcelona,Federació Catalana d'Entitats Corals,86,2014,Festivals,,
,4,Privada,2014-09-12T00:00:00,2014-12-14T00:00:00,1000,,Cinemes Girona i Restaurant Entresuelo,Audiovisuals,Festival Internacional de cine Nunes,A.I.P.D.A.,87,2014,Festivals,,
,14,Privada,2014-10-17T00:00:00,2014-10-26T00:00:00,3522,,Filmoteca de Catalunya i Casa Amèrica Catalunya,Audiovisuals,Festival Internacional de Cinema Gai i Lèsbic de Barcelona,Assoc. Cultural FICGLB,88,2014,Festivals,,
,10,Privada,2014-11-28T00:00:00,2014-12-31T00:00:00,1063,,La Puntual,Arts escèniques,Festival Internacional de Putxinel·lis d'Hivern,Teatre La Puntual SL,89,2014,Festivals,,
,2,Privada,2014-12-06T00:00:00,2014-10-07T00:00:00,28000,,Jardins del Palau Reial de Pedralbes,Música,Festival Jardins de Pedralbes,Concert Studio,90,2014,Festivals,,
,24,Privada,2014-07-09T00:00:00,2014-09-30T00:00:00,5000,,Diversos espais de la ciutat,Música,Festival l'Hora del Jazz. Memorial Tete Montoliu,Assoc. de Músics de Jazz i Música Moderna de Catalunya,91,2014,Festivals,,
,19,Privada,2014-09-10T00:00:00,2014-12-19T00:00:00,2499,,Diversos espais de la ciutat,Música,Festival LEM,Gràcia Territori Sonor,92,2014,Festivals,,
,2,Privada,2014-04-24T00:00:00,2014-04-26T00:00:00,500,,Fabra i Coats,Multidisciplinaris i altres,Festival Mixtur,Assoc. Col·lectiu Mixtur,93,2014,Festivals,,
,25,Privada,2014-10-15T00:00:00,2014-11-16T00:00:00,7500,,Diversos espais de la ciutat,Música,Festival MPB. Festival de Música Popular de Barcelona,Zingaria Produccions SL,94,2014,Festivals,,
,4,Pública no municipal,2014-07-18T00:00:00,2014-07-18T00:00:00,2200,,CCCB,Música,Festival Pròxims,Producciones Animadas,95,2014,Festivals,,
,2,Privada,2014-02-10T00:00:00,2014-05-10T00:00:00,367,,Teatre Museu. Rei de la Màgia,Arts escèniques,Festival Rei de la Màgia,El rei de la màgia,96,2014,Festivals,,
,3,Consorci o fundació amb presència municipal,2014-11-27T00:00:00,2014-07-12T00:00:00,2659,,El Mercat de les Flors i Graner,Arts escèniques,Festival Sâlmon d'Arts Vives de Barcelona,Mercat de les Flors i Graner,97,2014,Festivals,,
,11,Privada,2014-10-23T00:00:00,2014-10-29T00:00:00,2000,,Diversos espais de la ciutat,Arts escèniques,Festival Shakespeare,Assoc. Festival Shakespeare,98,2014,Festivals,,
,2,Privada,2014-12-12T00:00:00,2014-12-14T00:00:00,820,,Diversos espais de la ciutat,Multidisciplinaris i altres,Festival Vèrtex BCN,Qadar Produccions Culturals,100,2014,Festivals,,
,4,Privada,2014-11-22T00:00:00,2014-11-23T00:00:00,,,Cinemes Aribau Club,Audiovisuals,Film & Cook. Festival de Cinema i Gastronomia,Fundación Cultura y Gastronomía,101,2014,Festivals,,
,63,Privada,2014-09-19T00:00:00,2014-05-10T00:00:00,,,Passeig de Gràcia,Lletres,Fira del Llibre d'Ocasió Antic i Modern,Gremi de Llibreters de Vell de Catalunya,102,2014,Fires,,
,4,Privada,2014-01-01T00:00:00,2014-01-02T00:00:00,,,Diversos espais de la ciutat,Lletres,Flic. Festival de literatures i arts infantil i juvenil,Assoc. Tantàgora Serveis Culturals,103,2014,Festivals,,
,5,Privada,2014-01-12T00:00:00,2014-12-31T00:00:00,8000,,Diversos espais de la ciutat,Lletres,Flic. Festival de literatures i arts infantil i juvenil,Assoc. Tantàgora Serveis Culturals,104,2014,Festivals,,
,9,Privada,2014-03-02T00:00:00,2014-11-30T00:00:00,2000,,Arts Santa Mònica i Antic Teatre,Audiovisuals,Flux. Festival de Vídeo d'Autor,Habitual Video Team,105,2014,Festivals,,
,11,Consorci o fundació amb presència municipal,2014-05-08T00:00:00,2014-08-21T00:00:00,4882,,Diversos espais de la ciutat,Audiovisuals,Gandules,CCCB,106,2014,Festivals,,
,38,Municipal,2014-06-30T00:00:00,2014-07-30T00:00:00,80635,,Diversos espais de la ciutat,Multidisciplinaris i altres,Grec Festival de Barcelona,Institut de Cultura. Ajuntament de Barcelona,107,2014,Festivals,,
,25,Privada,2014-02-20T00:00:00,2014-05-07T00:00:00,31087,,Diversos espais de la ciutat,Música,Guitar Bcn,The Project Music Company,108,2014,Festivals,,
,11,Privada,2014-09-13T00:00:00,2014-09-13T00:00:00,6407,,CCCB,Multidisciplinaris i altres,Hipnotik Festival,Hipnotik Factory,109,2014,Festivals,,
,6,Privada,2014-05-17T00:00:00,2014-05-31T00:00:00,,,,Audiovisuals,ImagineIndia Film Festival Barcelona,Asian Films,110,2014,Festivals,,
,6,Privada,2014-02-14T00:00:00,2014-02-15T00:00:00,650,,Diversos espais de la ciutat,Música,IN-SOMNI. Festival Itinerant de Música Independent de Catalunya,Assoc. Cultural de l'Individu Ocult Mag,111,2014,Festivals,,
,8,Privada,2014-11-13T00:00:00,2014-11-16T00:00:00,,,,Audiovisuals,IndiFest Festival de Cinema Indígena de Barcelona,Alternativa Intercanvi amb Pobles Indígenes,112,2014,Festivals,,
,1,Privada,2014-03-10T00:00:00,2014-10-19T00:00:00,500,,Antic Teatre,Multidisciplinaris i altres,INFLUX Festival. Vídeo a Escena,Habitual Video Team,113,2014,Festivals,,
,1,Privada,2014-09-25T00:00:00,2014-09-28T00:00:00,6500,,Diversos espais de la ciutat,Música,Jazzing Festival,Assoc. Sant Andreu Jazz Band i Dte. de Sant Andreu,114,2014,Festivals,,
,12,Mixta,2014-12-20T00:00:00,2014-12-20T00:00:00,,,Estació de plaça Universitat,Música,Músics al Metro de Barcelona,TMB i AMUC BCN,146,2014,Festivals,,
,21,Privada,2014-11-17T00:00:00,2014-11-23T00:00:00,,,"CCCB, Institut Francès i Filmoteca de Catalunya",Audiovisuals,L'Alternativa. Festival de Cinema Independent de Barcelona,La Fàbrica de Cinema Alternatiu de Barcelona,115,2014,Festivals,,
,14,Privada,2014-06-19T00:00:00,2014-06-09T00:00:00,8352,,La Pedrera,Música,La Pedrera Jazz,Fundació Catalunya - La Pedrera,116,2014,Festivals,,
,1,Privada,2014-04-04T00:00:00,2014-05-04T00:00:00,700,,CCCB,Música,Lapsus Festival,"Lapsus Arts, SL",117,2014,Festivals,,
,32,Privada,2014-09-30T00:00:00,2014-03-10T00:00:00,,,Fira de Barcelona,Lletres,Liber,Federació de Gremis d'Editors d'Espanya,118,2014,Fires,,
,2,Privada,2014-03-10T00:00:00,2014-11-10T00:00:00,1200,,Sant Pau Recinte Modernista i ESMUC,Música,LIED Festival Victoria de los Ángeles,Fund. Victoria de los Ángeles,119,2014,Festivals,,
,10,Privada,2014-04-23T00:00:00,2014-05-28T00:00:00,300,,Centre Cultural Euskal Etxea i SAT,Lletres,"Literaldia. L'Euskal Herria d'avui, en la literatura",Centre Cultural Euskal Etxea Barcelona,120,2014,Festivals,,
,3,Municipal,2014-07-02T00:00:00,2014-09-02T00:00:00,,,Diversos espais,Multidisciplinaris i altres,Llum BCN,Institut de Cultura. Ajuntament de Barcelona,121,2014,Festivals,,
,,Privada,2014-05-06T00:00:00,2014-07-06T00:00:00,,,Diversos espais de la ciutat,Arts visuals,Loop Fair,Screen Projects S.L.,122,2014,Fires,,
,12,Privada,2014-05-29T00:00:00,2014-07-06T00:00:00,110000,,Diversos espais de la ciutat,Arts visuals,Loop Festival,Screen Projects S.L.,123,2014,Festivals,,
,5,Privada,2014-10-17T00:00:00,2014-10-19T00:00:00,1000,,Lluïsos de Gràcia i Espai Jove la Fontana,Arts escèniques,Màgicus. Festival de Màgia Jove de Barcelona,Lluïsos de Gràcia,124,2014,Festivals,,
,31,Privada,2014-04-05T00:00:00,2014-07-06T00:00:00,1000,,Diversos espais de la ciutat,Música,Maig Coral del Barcelonès,Federació Catalana d'Entitats Corals,125,2014,Festivals,,
,20,Privada,2014-10-30T00:00:00,2014-02-11T00:00:00,130000,,Fira de Barcelona,Lletres,Manga Barcelona,Ficòmic,126,2014,Fires,,
,26,Mixta,2014-11-17T00:00:00,2014-11-22T00:00:00,2536,,Centre Cívics Cotxeres Sants,Audiovisuals,Marató de Cinema Fantàstic i de Terror de Sants,"Aj. de BCN i Secretariat d'Entitats de Sants, Hostafrancs i la Bordeta",127,2014,Festivals,,
,12,Privada,2014-07-27T00:00:00,2014-08-31T00:00:00,31000,,Diversos espais de la ciutat,Música,Mas i Mas Festival,"Pelaimas, SL",128,2014,Festivals,,
,6,Privada,2014-06-06T00:00:00,2014-04-10T00:00:00,10200,,Poble Espanyol,Audiovisuals,Mecal Air,Assoc.  Mecal,129,2014,Festivals,,
,1,Pública no municipal,2014-09-13T00:00:00,2014-09-13T00:00:00,200,,Hotel Silken Diagonal Barcelona,Audiovisuals,Mecal Rooftop,Assoc.  Mecal,130,2014,Festivals,,
,16,Privada,2014-06-03T00:00:00,2014-03-30T00:00:00,14700,,Diversos espais de la ciutat,Audiovisuals,Mecal. Festival Internacional de Curtmetratges de Barcelona,Assoc.  Mecal,131,2014,Festivals,,
,5,Municipal,2014-09-19T00:00:00,2014-09-24T00:00:00,224078,,Diversos espais de la ciutat,Arts escèniques,Mercè Arts de Carrer. MAC,Institut de Cultura. Ajuntament de Barcelona,132,2014,Festivals,,
,19,Privada,2014-02-22T00:00:00,2014-02-22T00:00:00,400,,Espais Jove les Bases,Música,Minifestival de Música i Cultura Independent de Barcelona,Assoc.  Minifestival de Música Independent,133,2014,Festivals,,
,4,Privada,2014-06-11T00:00:00,2014-11-11T00:00:00,4000,,,Multidisciplinaris i altres,MIRA,NEW MEDIA ARTS S.L,134,2014,Festivals,,
,4,Privada,2014-01-15T00:00:00,2014-01-24T00:00:00,475,,Casa Elizalde,Audiovisuals,MIRADOCS. Barcelona Mirades Documentals,Cineclub Barcelona Espai de Cinema,135,2014,Festivals,,
,10,Municipal,2014-12-04T00:00:00,2014-04-13T00:00:00,21000,,"MACBA, CCCB",Lletres,Món Llibre,Institut de Cultura. Ajuntament de Barcelona,136,2014,Festivals,,
,3,Privada,2014-12-12T00:00:00,2014-12-18T00:00:00,,,Cines Verdi i Verdi Park,Audiovisuals,Mostra de Cinema Italià de Barcelona. MCIB,Istituto Luce Cinecittà,137,2014,Festivals,,
,4,Privada,2014-03-12T00:00:00,2014-05-12T00:00:00,,,Casa Amèrica Catalunya i Cinemes Girona,Audiovisuals,Mostra de Curtmetratge per la Identitat-Catalunya,Assoc. Crear per la Identitat i la Memòria,138,2014,Festivals,,
,13,Privada,2014-05-17T00:00:00,2014-05-31T00:00:00,600,,Diversos espais de la ciutat,Audiovisuals,Mostra de Curtmetratges Dr. Mabuse,La Jarra Azul,139,2014,Festivals,,
,19,Privada,2014-06-10T00:00:00,2014-10-29T00:00:00,577,,Teatre del Raval,Arts escèniques,Mostra de Teatre de Barcelona,Artípolis,140,2014,Festivals,,
,19,Privada,2014-02-07T00:00:00,2014-07-13T00:00:00,6155,,Institut Francès de Barcelona i CCCB,Audiovisuals,Mostra FIRE!! de cinema LGTBI de Barcelona,Casal Lambda,141,2014,Festivals,,
,22,Privada,2014-01-03T00:00:00,2014-12-31T00:00:00,5281,,Diversos espais de la ciutat,Audiovisuals,Mostra Internacional de Films de Dones de Barcelona,Drac Màgic. Cooperativa de Promoció de Mitjans Audiovisuals,142,2014,Festivals,,
,9,Privada,2014-02-10T00:00:00,2014-04-10T00:00:00,193,,Centre Cívic Cotxeres de Borrell,Arts escèniques,Mostra Laboratori d'Arts Escèniques Tísner,Centre Cívic Cotxeres Borrell,143,2014,Festivals,,
,9,Municipal,2014-03-06T00:00:00,2014-07-06T00:00:00,2500,,Convent de Sant Agustí i TMB,Multidisciplinaris i altres,Mostra Sonora i Visual,Convent de Sant Agustí,144,2014,Festivals,,
,5,Privada,2014-10-20T00:00:00,2014-10-25T00:00:00,2647,,Diversos espais de la ciutat,Lletres,Munt de Mots. Festival de Narració Oral de Barcelona,Assoc.  Munt de Paraules,145,2014,Festivals,,
,5,Privada,2014-05-03T00:00:00,2014-08-03T00:00:00,6000,,Diversos espais de la ciutat,Música,MUTEK Barcelona,Assoc. MUTEK.es,147,2014,Festivals,,
,3,Privada,2014-12-05T00:00:00,2014-05-18T00:00:00,1500,,Diversos espais de la ciutat,Audiovisuals,NonStop Barcelona Animació,Assoc. Art NonStop,148,2014,Festivals,,
,14,Privada,2014-05-11T00:00:00,2014-11-28T00:00:00,,,,Arts escèniques,Novembre Vaca,Projecte Vaca,149,2014,Festivals,,
,3,Privada,2014-06-02T00:00:00,2014-05-03T00:00:00,309,,La Pedrera,Arts escèniques,"Noves Escenes, Noves Mirades",Fundació Catalunya - La Pedrera,150,2014,Festivals,,
,6,Privada,2014-08-07T00:00:00,2014-07-18T00:00:00,2000,,nunArt Guinardó,Multidisciplinaris i altres,nunOff. Festival de Creació Emergent de Barcelona,nunArt,151,2014,Festivals,,
,14,Privada,2014-05-15T00:00:00,2014-05-17T00:00:00,2250,,DHUB,Multidisciplinaris i altres,OFFF,99 Produccions S.L.,152,2014,Festivals,,
,4,Privada,2014-11-06T00:00:00,2014-06-13T00:00:00,,,La Virreina Centre de la Imatge,Arts visuals,OjodePez Photo Meeting Barcelona,La Fàbrica i La Virreina Centre de la Imatge,153,2014,Festivals,,
,15,Privada,2014-02-27T00:00:00,2014-02-03T00:00:00,1720,,CCCB,Audiovisuals,OVNI,OVNI. Observatori de Vídeo No Identificat,154,2014,Festivals,,
,1,Privada,2014-07-07T00:00:00,2014-07-13T00:00:00,372,,Nau Ivanow,Arts escèniques,PIIGS. Festival de Dramatúrgia sobre la Crisi,Assoc. Catalana Perpetuum Mobile,155,2014,Festivals,,
,3,Privada,2014-01-06T00:00:00,2014-09-14T00:00:00,,,Jardins Joan Brossa,Multidisciplinaris i altres,Piknic Electronik,Piknic Electronik Barcelona,156,2014,Festivals,,
,8,Privada,2014-10-31T00:00:00,2014-07-11T00:00:00,,,Diversos espais de la ciutat,Música,Primavera Club,Primavera Sound,157,2014,Festivals,,
,14,Privada,2014-05-25T00:00:00,2014-05-31T00:00:00,190000,,Diversos espais de la ciutat,Música,Primavera Sound,Primavera Sound,158,2014,Festivals,,
,5,Privada,2014-12-05T00:00:00,2014-05-06T00:00:00,,,,Arts escèniques,Primavera Vaca,Projecte Vaca,159,2014,Festivals,,
,2,Consorci o fundació amb presència municipal,2014-08-05T00:00:00,2014-10-05T00:00:00,1684,,CCCB,Multidisciplinaris i altres,Primera Persona,CCCB,160,2014,Festivals,,
,4,Privada,2014-06-30T00:00:00,2014-08-31T00:00:00,,,Plaça Salvador Seguí,Audiovisuals,Puttanesca. Cicle de Cinema a la Fresca,Assoc. de Comerciants Raval Verd,161,2014,Festivals,,
,12,Privada,2014-06-07T00:00:00,2014-08-08T00:00:00,29148,,Castell de Montjuïc,Audiovisuals,Sala Montjuïc,Assoc. Cultural Modiband,162,2014,Festivals,,
,11,Privada,2014-04-23T00:00:00,2014-04-23T00:00:00,8600,,Rambla del Raval,Multidisciplinaris i altres,Sant Jordi al Raval,Fundació Tot Raval,163,2014,Festivals,,
,7,Mixta,2014-10-23T00:00:00,2014-10-25T00:00:00,,,La Farinera,Música,Say it Loud,Coop. Quesoni,164,2014,Festivals,,
,32,Privada,2014-05-09T00:00:00,2014-09-14T00:00:00,120000,,Esplanada Catedral,Lletres,Setmana del Llibre en Català,Assoc.  d'Editors en llengua catalana,165,2014,Fires,,
,20,Municipal,2014-06-06T00:00:00,2014-07-06T00:00:00,,,Parc Central de Nou Barris,Música,Simbiruta. Festival Jove de la Guineueta,Casal de Joves de la Guineueta,166,2014,Festivals,,
,4,Privada,2014-07-06T00:00:00,2014-07-06T00:00:00,12250,,Diversos espais de la ciutat,Música,SIMFONIC,Assoc. SIMFONIC,167,2014,Festivals,,
,10,Privada,2014-03-25T00:00:00,2014-03-30T00:00:00,,,Ateneu Popular 9Barris,Audiovisuals,Sólo para Cortos,Assoc. pel Foment del Curtmetratge Social i Casal de Joves de Prosperitat,168,2014,Festivals,,
,21,Privada,2014-12-06T00:00:00,2014-06-14T00:00:00,111980,,Fira de Montjuïc i Fira Gran Via de l'Hospitalet,Música,Sónar. Festival Internacional de Música Avançada i Art Multimèdia,Advanced Music,169,2014,Festivals,,
,21,Privada,2014-06-11T00:00:00,2014-11-13T00:00:00,6000,,Diversos espais de la ciutat,Audiovisuals,SUNCINE. Festival internacional de cine del medio ambiente,Assoc. Accions 3E,170,2014,Festivals,,
,7,Privada,2014-02-10T00:00:00,2014-05-10T00:00:00,18000,,Fira de Barcelona,Arts visuals,Swab Barcelona,Espacio de Arte Contemporáneo Diezy7,171,2014,Fires,,
,10,Privada,2014-11-27T00:00:00,2014-11-29T00:00:00,1200,,CCCB i Sala Conserves,Multidisciplinaris i altres,The Influencers,Assoc. Cultural d-i-n-a,172,2014,Festivals,,
,46,Privada,2014-10-17T00:00:00,2014-12-19T00:00:00,27733,,Diversos espais de la ciutat,Música,Voll-Damm Festival de Jazz de Barcelona,The Project Music Company,173,2014,Festivals,,
,3,Privada,2014-11-10T00:00:00,2014-10-31T00:00:00,1500,,Transforma BCN,Multidisciplinaris i altres,WeArt Festival,WeArt Festival SCP,174,2014,Festivals,,
,5,Privada,2014-07-11T00:00:00,2014-08-11T00:00:00,700,,Sala Apolo i La (2),Música,Xtrarradio MusicFest,La Capsula del Tiempo,175,2014,Festivals,,
,,Privada,2014-11-14T00:00:00,2014-11-15T00:00:00,255,,CCCB,Música,Zeppelin,Orquestra del Caos,176,2014,Festivals,,
,9,Privada,2014-02-13T00:00:00,2014-02-22T00:00:00,1500,,Cinemes Girona,Audiovisuals,Zinemaldia,Centre Cultural Euskal Etxea Barcelona,177,2014,Festivals,,
,4,Privada,2014-07-15T00:00:00,2014-08-20T00:00:00,2000,,Diversos espais de la ciutat,Música,Zingaria Festival,Zingaria Produccions SL,178,2014,Festivals,,
,6,Privada,2013-09-22T00:00:00,2013-09-22T00:00:00,,,,Arts escèniques,12 hores de màgia al Brossa,La Seca Espai Brossa,1,2013,Festivals,285,
,4,Privada,2013-10-19T00:00:00,2013-10-20T00:00:00,,,,Arts visuals,48H Open House BCN,Assoc. 48H Open House BCN,2,2013,Festivals,47859,
,3,Mixta,2013-01-30T00:00:00,2013-02-02T00:00:00,,,,Música,9B in Black. Festival de Música Negra de Nou Barris,"Casal de Barri Prosperitat, Casal de Joves Prosperitat i Ateneu Popular 9Barris",3,2013,Festivals,,
,1,Privada,2013-07-02T00:00:00,2013-09-02T00:00:00,,,,Música,Aloud Music Festival,Assoc. AMF,4,2013,Festivals,1600,
,24,Privada,2013-01-11T00:00:00,2013-03-11T00:00:00,,,,Audiovisuals,ArtFutura,ArtFutura,5,2013,Festivals,,
,4,Privada,2013-04-20T00:00:00,2013-04-23T00:00:00,,,,Lletres,"Arts Libris. Fira internacional del llibre i edicions d'art, fotografia i disseny de Barcelona",Raíña Lupa Produccions,6,2013,Fires,10354,
,1,Privada,2013-07-25T00:00:00,2013-07-28T00:00:00,,,,Música,Bachcelona,Fundació BZM,7,2013,Festivals,5000,
,21,Municipal,2013-09-20T00:00:00,2013-09-23T00:00:00,,,,Música,BAM. Barcelona Acció Musical,Institut de Cultura. Ajuntament de Barcelona,8,2013,Festivals,111290,
,15,Privada,2013-11-25T00:00:00,2013-12-31T00:00:00,,,,Música,Banc Sabadell Festival del Mil·lenni  (desembre),Concert Studio,9,2013,Festivals,12000,
,14,Privada,2013-01-01T00:00:00,2013-05-30T00:00:00,,,,Música,Banc Sabadell Festival del Mil·lenni (gener-maig),Concert Studio,10,2013,Festivals,25000,
,6,Privada,2013-01-11T00:00:00,2013-12-31T00:00:00,,,,Audiovisuals,BANG. Festival de Videoart de Barcelona,Ob-Art Video,11,2013,Festivals,60,Última edició any 2013.
,3,Privada,2013-05-22T00:00:00,2013-05-26T00:00:00,,,,Arts escèniques,Barcelona Burlesque Festival,"Ociopuro, SL",12,2013,Festivals,1400,
,9,Privada,2013-06-26T00:00:00,2013-07-07T00:00:00,,,,Música,Barcelona Festival of Song,"Mundo Arts Spain, SLU",13,2013,Festivals,2000,
,1,Municipal,2013-11-11T00:00:00,2013-11-16T00:00:00,,,,Lletres,Barcelona Novel·la Històrica,Institut de Cultura. Ajuntament de Barcelona,14,2013,Festivals,1722,
,16,Municipal,2013-08-05T00:00:00,2013-05-14T00:00:00,,,,Lletres,Barcelona Poesia,Institut de Cultura. Ajuntament de Barcelona,15,2013,Festivals,6453,
,1,Privada,2013-06-26T00:00:00,2013-06-28T00:00:00,,,,Audiovisuals,Barcelona Surf Film Festival ,Assoc. Marea Crítica,16,2013,Festivals,1000,
,10,Municipal,2013-03-05T00:00:00,2013-05-17T00:00:00,,,,Audiovisuals,Barcelona VisualSound. Festival Audiovisual de Creació Jove,Ajuntament de Barcelona,17,2013,Festivals,2100,
,3,Privada,2013-07-25T00:00:00,2013-07-29T00:00:00,,,,Música,"Barcelona, Gardel, Buenos Aires",ZOOM IN SA - Rafael Veljanovich,18,2013,Festivals,,
,18,Privada,2013-01-25T00:00:00,2013-04-14T00:00:00,,,,Música,BarnaSants,Assoc. Promotora de la Fundació Autoria,19,2013,Festivals,8515,
,10,Privada,2013-10-14T00:00:00,2013-10-20T00:00:00,,,,Arts escèniques,BarriBrossa,La Seca Espai Brossa,20,2013,Festivals,735,
,8,Privada,2013-11-06T00:00:00,2013-11-07T00:00:00,,,,Arts visuals,BCN Design Week,Barcelona Centre del Disseny,21,2013,Festivals,16300,
,4,Municipal,2013-04-18T00:00:00,2013-04-20T00:00:00,,,,Audiovisuals,BCN Sports Film,Fundació Barcelona Olímpica,22,2013,Festivals,2650,
